clustername,bootstrap,leafname,branchPath,medianOfDistances,sequencesperCluster
13829,0.9999,Japan/PG-272974/2022,104.5,19.0,293
13829,0.9999,Liechtenstein/FL-Risch-2231002285/2022,83.5,19.0,293
13829,0.9999,BRA/LACENAL-270228628/2022,98.5,19.0,293
13829,0.9999,USA/MI-SH_MSU-E06_I_0380_20/2022,94.5,19.0,293
13829,0.9999,OW314529,94.5,19.0,293
13829,0.9999,BRA/LACENAL-270228624/2022,98.5,19.0,293
13829,0.9999,OW964956,83.5,19.0,293
13829,0.9999,Scotland/QEUH-3DD7A4A/2022,88.5,19.0,293
13829,0.9999,KEN/SS9891/2022,93.5,19.0,293
13829,0.9999,USA/KY-CDC-LC0781747/2022,95.5,19.0,293
13829,0.9999,OP217115,106.5,19.0,293
13829,0.9999,USA/WV-CDC-LC0852833/2022,107.5,19.0,293
13829,0.9999,USA/CA-CDC-ASC210733918/2022,90.5,19.0,293
13829,0.9999,OX298967,98.5,19.0,293
13829,0.9999,USA/2204130404/2022,86.5,19.0,293
13829,0.9999,Switzerland/BS-UHB-43410117/2022,86.5,19.0,293
13829,0.9999,OX155442,102.5,19.0,293
13829,0.9999,USA/KY-CDC-LC0826602/2022,103.5,19.0,293
13829,0.9999,SouthAfrica/NHLS-UCT-GS-BH72/2022,86.5,19.0,293
13829,0.9999,ON929960,106.5,19.0,293
13829,0.9999,USA/CT-CDCBI-CRSP_B7NPN7WE6QYBDUMJ/2022,99.5,19.0,293
13829,0.9999,SouthAfrica/NHLS-UCT-GP-O807/2022,94.5,19.0,293
13829,0.9999,Austria/Risch-20220714R12733/2022,103.5,19.0,293
13829,0.9999,Liechtenstein/FL-Risch-20220606R11718/2022,103.5,19.0,293
13829,0.9999,ON929918,84.5,19.0,293
13829,0.9999,USA/DE-CDC-LC0784340/2022,101.5,19.0,293
13829,0.9999,USA/WA-CDC-UW22050181695/2022,88.5,19.0,293
13829,0.9999,Denmark/DCGC-528926/2022,103.5,19.0,293
13829,0.9999,USA/TX-CDC-QDX36514669/2022,90.5,19.0,293
13829,0.9999,USA/OR-CDC-2-6050871/2022,94.5,19.0,293
13829,0.9999,USA/IN-CDC-STM-TNJZPERKD/2022,103.5,19.0,293
13829,0.9999,USA/DC-CDC-LC0754549/2022,92.5,19.0,293
13829,0.9999,THA/CONI-3268/2022,90.5,19.0,293
13829,0.9999,HongKong/HKU-220804-006/2022,92.5,19.0,293
13829,0.9999,Denmark/DCGC-407692/2022,84.5,19.0,293
13829,0.9999,USA/NJ-CDC-LC0827725/2022,101.5,19.0,293
13829,0.9999,MWI/MLW001207/2022,88.5,19.0,293
13829,0.9999,FIN/FIN60-VE6-THL-202205928/2022,72.5,19.0,293
13829,0.9999,USA/MA-CDC-LC0752484/2022,103.5,19.0,293
13829,0.9999,USA/MI-CDC-STM-R5RM48CME/2022,102.5,19.0,293
13829,0.9999,USA/IN-CDC-LC0852709/2022,103.5,19.0,293
13829,0.9999,TWN/CGMH-CGU-163/2022,92.5,19.0,293
13829,0.9999,Homospiens/BHR/22690046868_S5_L001/2022,87.5,19.0,293
13829,0.9999,BGD/icddrb-TND-07-1525/2022,100.5,19.0,293
13829,0.9999,BHR/22970207086_S75_L001/2022,95.5,19.0,293
13829,0.9999,THA/CONI-2398/2022,84.5,19.0,293
13829,0.9999,England/MILK-391B510/2022,86.5,19.0,293
13829,0.9999,USA/CO-CDC-QDX38633389/2022,100.5,19.0,293
13829,0.9999,KEN/SS8376/2022,88.5,19.0,293
13829,0.9999,MYS/H65_35636/2022,93.5,19.0,293
13829,0.9999,USA/WI-CDC-LC0633969/2022,86.5,19.0,293
13829,0.9999,OP062267,98.5,19.0,293
13829,0.9999,HongKong/HKU-220213-058/2022,87.5,19.0,293
13829,0.9999,USA/RI-CDC-ASC210738691/2022,87.5,19.0,293
13829,0.9999,BRA/LACENAL-270228608/2022,103.5,19.0,293
13829,0.9999,COL/LIME_22086/2022,97.5,19.0,293
13829,0.9999,COL/LIME_20647/2022,87.5,19.0,293
13829,0.9999,USA/VT-Broad-CRSP_T5OKFYH4JQ7FYZIW/2022,94.5,19.0,293
13829,0.9999,USA/MT-CDC-QDX37390519/2022,87.5,19.0,293
13829,0.9999,HOMOSPIENS/BHR/R45902415030/2022,102.5,19.0,293
13829,0.9999,PRI/PR-UPRRP-5774/2022,88.5,19.0,293
13829,0.9999,USA/PR-CDC-STM-8XX9A54GY/2022,101.5,19.0,293
13829,0.9999,USA/KS-CDC-LC0796759/2022,104.5,19.0,293
13829,0.9999,USA/SD-CDC-2-6238797/2022,102.5,19.0,293
13829,0.9999,USA/WI-CDC-LC0731818/2022,99.5,19.0,293
13829,0.9999,FIN/FIN61-VE6-THL-202213593/2022,99.5,19.0,293
13829,0.9999,USA/GA-CDC-QDX36260864/2022,91.5,19.0,293
13829,0.9999,Denmark/DCGC-562796/2022,106.5,19.0,293
13829,0.9999,USA/2135856/2022,99.5,19.0,293
13829,0.9999,USA/NV-CDC-ASC210721557/2022,84.5,19.0,293
13829,0.9999,BRA/LACENAL-270227068/2022,93.5,19.0,293
13829,0.9999,USA/HI-CDC-QDX39658202/2022,93.5,19.0,293
13829,0.9999,USA/MN-MDH-27707/2022,100.5,19.0,293
13829,0.9999,USA/DE-CDC-STM-JVZS8QZXK/2022,95.5,19.0,293
13829,0.9999,USA/VT-CDCBI-CRSP_NEZDR2ANXVLRBICJ/2022,88.5,19.0,293
13829,0.9999,BRA/LACENAL-270228646/2022,103.5,19.0,293
13829,0.9999,SouthAfrica/NHLS-UCT-GP-O042/2022,91.5,19.0,293
13829,0.9999,OX015525,87.5,19.0,293
13829,0.9999,Switzerland/GR-Risch-20220729R412930/2022,105.5,19.0,293
13829,0.9999,USA/NC-CDC-LC0627145/2022,91.5,19.0,293
13829,0.9999,KEN/SS9925/2022,87.5,19.0,293
13829,0.9999,Japan/PG-334336/2022,107.5,19.0,293
13829,0.9999,BHR/R522690043397/2022,88.5,19.0,293
13829,0.9999,BRA/LACENAL-270226536/2022,88.5,19.0,293
13829,0.9999,England/MILK-37B9DE1/2022,88.5,19.0,293
13829,0.9999,BGD/Laila_990/2022,90.5,19.0,293
13829,0.9999,Japan/SZ-NIG-Y214192/2022,86.5,19.0,293
13829,0.9999,KEN/SS8012/2022,91.5,19.0,293
13829,0.9999,BRA/LACENAL-270228594/2022,102.5,19.0,293
13829,0.9999,USA/VA-VTVAS3-GSC34666/2022,93.5,19.0,293
13829,0.9999,USA/KS-CDC-QDX37459033/2022,88.5,19.0,293
13829,0.9999,VNM/OUCRU-NHTD3134/2022,94.5,19.0,293
13829,0.9999,USA/NM-CDC-LC0823319/2022,101.5,19.0,293
13829,0.9999,USA/MP-CDC-2-6215028/2022,106.5,19.0,293
13829,0.9999,VNM/HCMC_15142/2022,85.5,19.0,293
13829,0.9999,ZAF/NHLS-UCT-GP-O866/2022,92.5,19.0,293
13829,0.9999,USA/WA-S19853/2022,90.5,19.0,293
13829,0.9999,KEN/SS8369/2022,92.5,19.0,293
13829,0.9999,BRA/LACENAL-270228686/2022,99.5,19.0,293
13829,0.9999,DJI/NAMRU3_E521/2022,90.5,19.0,293
13829,0.9999,Liechtenstein/FL-Risch-20220714R12843/2022,102.5,19.0,293
13829,0.9999,BRA/LACENAL-270226523/2022,88.5,19.0,293
13829,0.9999,Switzerland/BE-ETHZ-37136648/2022,85.5,19.0,293
13829,0.9999,Switzerland/VS-ICH-2220805319/2022,107.5,19.0,293
13829,0.9999,ZAF/SCV2-LA-Z875/2022,85.5,19.0,293
13829,0.9999,CHN/O-changhai-2-43-s28/2022,93.5,19.0,293
13829,0.9999,USA/AZ-CDC-STM-WAFFNJPBY/2022,90.5,19.0,293
13829,0.9999,MMR/DSMRC-097/2022,87.5,19.0,293
13829,0.9999,LAO/LOMWRU-0424/2022,107.5,19.0,293
13829,0.9999,USA/KS-CDC-ASC210845991/2022,86.5,19.0,293
13829,0.9999,USA/FL-BPHL-7706/2022,86.5,19.0,293
13829,0.9999,USA/PR-CDC-ASC210721593/2022,86.5,19.0,293
13829,0.9999,USA/MP-CDC-2-5546522/2022,87.5,19.0,293
13829,0.9999,Scotland/LSPA-3EBF50A/2022,103.5,19.0,293
13829,0.9999,Japan/SZ-NIG-Y220478/2022,103.5,19.0,293
13829,0.9999,SouthAfrica/NHLS-UCT-GS-BJ51/2022,92.5,19.0,293
13829,0.9999,USA/KS-CDC-LC0833879/2022,104.5,19.0,293
13829,0.9999,USA/KY-CDC-LC0583018/2022,89.5,19.0,293
13829,0.9999,IRL/69-XY-301459/2022,87.5,19.0,293
13829,0.9999,Switzerland/GE-HUG-38353277/2022,99.5,19.0,293
13829,0.9999,USA/MP-CDC-2-6215134/2022,107.5,19.0,293
13829,0.9999,BHR/22020096452_S90_L001/2022,86.5,19.0,293
13829,0.9999,USA/NH-CDC-LC0637760/2022,90.5,19.0,293
13829,0.9999,BRA/LACENAL-270228619/2022,90.5,19.0,293
13829,0.9999,MYS/H20_22485/2022,87.5,19.0,293
13829,0.9999,BRA/LACENAL-270228629/2022,92.5,19.0,293
13829,0.9999,BRA/LACENAL-270227082/2022,83.5,19.0,293
13829,0.9999,ZAF/NHLS-UCT-LA-ZA50/2022,102.5,19.0,293
13829,0.9999,LAO/LOMWRU-0417/2022,104.5,19.0,293
13829,0.9999,USA/WA-CDC-LC0658669/2022,84.5,19.0,293
13829,0.9999,USA/IL-CDC-QDX38633331/2022,103.5,19.0,293
13829,0.9999,USA/MN-MDH-24102/2022,88.5,19.0,293
13829,0.9999,USA/SC-COVID22-4079/2022,98.5,19.0,293
13829,0.9999,USA/OK-CDC-QDX35734133/2022,87.5,19.0,293
13829,0.9999,ITA/SARS-CoV-2humanITATUS-Siena-0436765/2022,96.5,19.0,293
13829,0.9999,USA/NC-CDC-STM-VJQKVT58D/2022,70.5,19.0,293
13829,0.9999,BRA/LACENAL-270227097/2022,107.5,19.0,293
13829,0.9999,ZAF/NHLS-UCT-GS-BK73/2022,95.5,19.0,293
13829,0.9999,LAO/LOMWRU-0197/2022,92.5,19.0,293
13829,0.9999,USA/SD-CDC-2-6132669/2022,87.5,19.0,293
13829,0.9999,OX258826,102.5,19.0,293
13829,0.9999,VNM/OUCRU-NHTD1056/2022,95.5,19.0,293
13829,0.9999,ZAF/NHLS-UCT-GP-O913/2022,94.5,19.0,293
13829,0.9999,USA/KS-CDC-LC0568448/2022,87.5,19.0,293
13829,0.9999,BRA/LACENAL-270228606/2022,93.5,19.0,293
13829,0.9999,OX315253,85.5,19.0,293
13829,0.9999,SouthAfrica/NHLS-UCT-GS-BH40/2022,88.5,19.0,293
13829,0.9999,USA/KS-CDC-QDX38831385/2022,101.5,19.0,293
13829,0.9999,USA/NC-CDC-STM-A4ZTWJQYV/2022,89.5,19.0,293
13829,0.9999,BRA/LACENAL-270226790/2022,87.5,19.0,293
13829,0.9999,SouthAfrica/NHLS-UCT-GP-O611/2022,95.5,19.0,293
13829,0.9999,Denmark/DCGC-476413/2022,84.5,19.0,293
13829,0.9999,USA/MA-Broad-CRSP_6TNB7FQIPX33HIZP/2022,88.5,19.0,293
13829,0.9999,USA/WI-CDC-QDX36362234/2022,90.5,19.0,293
13829,0.9999,USA/PR-CDC-LC0824857/2022,108.5,19.0,293
13829,0.9999,USA/NY-CDC-LC0823808/2022,95.5,19.0,293
13829,0.9999,Japan/PG-247741/2022,88.5,19.0,293
13829,0.9999,USA/VI-CDC-2-6241762/2022,102.5,19.0,293
13829,0.9999,USA/WA-CDC-LC0514799/2022,87.5,19.0,293
13829,0.9999,MEX/UASIPMO1R2.0/2022,100.5,19.0,293
13829,0.9999,BRA/LACENAL-270228631/2022,93.5,19.0,293
13829,0.9999,BRA/LACENAL-270227110/2022,87.5,19.0,293
13829,0.9999,USA/MS-MSPHL-1147/2022,89.5,19.0,293
13829,0.9999,BRA/LACENAL-270226525/2022,88.5,19.0,293
13829,0.9999,CHN/O-changhai-2-13-S6/2022,93.5,19.0,293
13829,0.9999,ON929921,85.5,19.0,293
13829,0.9999,USA/CT-Broad-CRSP_NOUT5XH7QYGER5J5/2022,84.5,19.0,293
13829,0.9999,USA/SD-CDC-2-6210550/2022,100.5,19.0,293
13829,0.9999,USA/AZ-CDC-LC0840209/2022,101.5,19.0,293
13829,0.9999,KEN/SS8014/2022,91.5,19.0,293
13829,0.9999,USA/KS-CDC-ASC210849282/2022,90.5,19.0,293
13829,0.9999,USA/UT-CDC-2-5930521/2022,90.5,19.0,293
13829,0.9999,USA/NY-CDC-QDX35483272/2022,87.5,19.0,293
13829,0.9999,VNM/OUCRU-NHTD684/2022,88.5,19.0,293
13829,0.9999,USA/FL-CDC-2-6274781/2022,103.5,19.0,293
13829,0.9999,COL/LIME_22105/2022,103.5,19.0,293
13829,0.9999,VNM/OUCRU-NHTD871/2022,88.5,19.0,293
13829,0.9999,USA/VA-CDC-QDX35823332/2022,90.5,19.0,293
13829,0.9999,Liechtenstein/FL-Risch-20220801R412968/2022,105.5,19.0,293
13829,0.9999,VNM/OUCRU-NHTD3108/2022,93.5,19.0,293
13829,0.9999,OX306149,87.5,19.0,293
13829,0.9999,USA/RI-CDC-LC0712100/2022,103.5,19.0,293
13829,0.9999,USA/OKPHL0019823/2022,102.5,19.0,293
13829,0.9999,CHN/NBCDC_20220315_HuYibo/2022,91.5,19.0,293
13829,0.9999,COL/LIME_21695/2022,95.5,19.0,293
13829,0.9999,BRA/LACENAL-270226550/2022,88.5,19.0,293
13829,0.9999,TWN/CGMH-CGU-159/2022,92.5,19.0,293
13829,0.9999,USA/NC-CDC-LC0566892/2022,90.5,19.0,293
13829,0.9999,LAO/LOMWRU-0354/2022,102.5,19.0,293
13829,0.9999,USA/LA-CDC-STM-XQASVG5ZZ/2022,101.5,19.0,293
13829,0.9999,BHR/22020479002/2022,112.5,19.0,293
13829,0.9999,BGD/icddrb-TND-04-1538/2022,98.5,19.0,293
13829,0.9999,CAN/EPI_ISL_12662303/2022,85.5,19.0,293
13829,0.9999,USA/NE-CDC-QDX37706552/2022,86.5,19.0,293
13829,0.9999,NLD/EMC-BA2-1/2022,88.5,19.0,293
13829,0.9999,OW813634,86.5,19.0,293
13829,0.9999,England/LSPA-3E03D87/2022,85.5,19.0,293
13829,0.9999,Denmark/DCGC-516093/2022,87.5,19.0,293
13829,0.9999,USA/LA-CDC-QDX38008330/2022,96.5,19.0,293
13829,0.9999,USA/NJ-CDC-QDX39214852/2022,102.5,19.0,293
13829,0.9999,USA/OR-CDC-LC0852507/2022,101.5,19.0,293
13829,0.9999,COL/LIME_21918/2022,92.5,19.0,293
13829,0.9999,THA/CONI-3560/2022,104.5,19.0,293
13829,0.9999,BRA/LACENAL-270226524/2022,93.5,19.0,293
13829,0.9999,USA/TN-CDC-QDX37705451/2022,98.5,19.0,293
13829,0.9999,VNM/HCMC_07137/2022,84.5,19.0,293
13829,0.9999,USA/UT-CDC-2-5847542/2022,85.5,19.0,293
13829,0.9999,THA/CONI-2549/2022,86.5,19.0,293
13829,0.9999,USA/USA_UT-IDEL-20220727077_2022_MN908947.3/2022,106.5,19.0,293
13829,0.9999,MMR/DSMRC-093/2022,86.5,19.0,293
13829,0.9999,BRA/LACENAL-270227029/2022,103.5,19.0,293
13829,0.9999,USA/NV-CDC-LC0777294/2022,101.5,19.0,293
13829,0.9999,BRA/LACENAL-270228603/2022,99.5,19.0,293
13829,0.9999,USA/IN-CDC-STM-Y4ZX3MBXS/2022,88.5,19.0,293
13829,0.9999,OW655297,86.5,19.0,293
13829,0.9999,USA/MN-MDH-25496/2022,97.5,19.0,293
13829,0.9999,Switzerland/UN-HUG-38100379/2022,98.5,19.0,293
13829,0.9999,ZAF/NHLS-UCT-LA-ZA85/2022,104.5,19.0,293
13829,0.9999,USA/IL-CDC-ASC210756962/2022,86.5,19.0,293
13829,0.9999,DJI/NAMRU3_E467/2022,90.5,19.0,293
13829,0.9999,MMR/DSMRC-113/2022,106.5,19.0,293
13829,0.9999,USA/MA-CDC-STM-CTSX7WMVF/2022,86.5,19.0,293
13829,0.9999,MYS/H48_24721/2022,84.5,19.0,293
13829,0.9999,USA/AL-CDC-STM-9Y7MXMPJR/2022,105.5,19.0,293
13829,0.9999,USA/WY-CDC-LC0811158/2022,105.5,19.0,293
13829,0.9999,BRA/LACENAL-270228604/2022,104.5,19.0,293
13829,0.9999,USA/KS-CDC-2-6168120/2022,94.5,19.0,293
13829,0.9999,USA/PR-CDC-LC0657093/2022,95.5,19.0,293
13829,0.9999,ZAF/NHLS-UCT-LA-ZA89/2022,102.5,19.0,293
13829,0.9999,TWN/CGMH-CGU-158/2022,90.5,19.0,293
13829,0.9999,USA/IL-CDC-QDX36066003/2022,87.5,19.0,293
13829,0.9999,USA/WA-CDC-UW22051620653/2022,90.5,19.0,293
13829,0.9999,SouthAfrica/NHLS-UCT-GS-BD34/2022,85.5,19.0,293
13829,0.9999,USA/NY-CDC-LC0820054/2022,105.5,19.0,293
13829,0.9999,USA/NM-CDC-ASC210850548/2022,89.5,19.0,293
13829,0.9999,USA/SD-CDC-2-5877284/2022,88.5,19.0,293
13829,0.9999,Japan/SZ-NIG-Y220044/2022,94.5,19.0,293
13829,0.9999,USA/NE-CDC-LC0832239/2022,103.5,19.0,293
13829,0.9999,USA/IL-CDC-LC0574394/2022,89.5,19.0,293
13829,0.9999,ITA/SARS-CoV-2humanITATUS-Siena-0436626/2022,91.5,19.0,293
13829,0.9999,ZAF/NHLS-UCT-GS-BL01/2022,97.5,19.0,293
13829,0.9999,BRA/LACENAL-270228600/2022,88.5,19.0,293
13829,0.9999,USA/RI-CDC-LC0576334/2022,86.5,19.0,293
13829,0.9999,USA/CT-CDC-LC0758197/2022,91.5,19.0,293
13829,0.9999,USA/PR-CDC-LC0814482/2022,95.5,19.0,293
13829,0.9999,Denmark/DCGC-558345/2022,106.5,19.0,293
13829,0.9999,USA/ID-CDC-LC0749708/2022,91.5,19.0,293
13829,0.9999,TWN/CGMH-CGU-156/2022,90.5,19.0,293
13829,0.9999,SouthAfrica/NHLS-UCT-LA-Z982/2022,95.5,19.0,293
13829,0.9999,LAO/LOMWRU-0095/2022,88.5,19.0,293
13829,0.9999,USA/VA-CDC-QDX39756847/2022,103.5,19.0,293
13829,0.9999,THA/CONI-3185/2022,93.5,19.0,293
13829,0.9999,HongKong/HKU-220326-112/2022,86.5,19.0,293
13829,0.9999,BRA/LACENAL-270226522/2022,91.5,19.0,293
13829,0.9999,THA/CONI-3513/2022,95.5,19.0,293
13829,0.9999,USA/MA-CDCBI-CRSP_VPZFF4SWUOYN7QMT/2022,92.5,19.0,293
13829,0.9999,ZAF/NHLS-UCT-LA-ZA82/2022,103.5,19.0,293
13829,0.9999,THA/CONI-3102/2022,87.5,19.0,293
13829,0.9999,HongKong/HKU-220326-165/2022,87.5,19.0,293
13829,0.9999,CHN/NJ_02/2022,84.5,19.0,293
13829,0.9999,DJI/NAMRU3_C827/2022,89.5,19.0,293
13829,0.9999,USA/AK-CDC-LC0563636/2022,87.5,19.0,293
13829,0.9999,USA/MI-CDC-LC0639382/2022,84.5,19.0,293
13829,0.9999,USA/KS-CDC-ASC210853519/2022,86.5,19.0,293
14320,0.9999,SouthAfrica/NHLS-UCT-LA-Z789/2022,61.5,7.0,206
14320,0.9999,DJI/NAMRU3_B858/2022,61.5,7.0,206
14320,0.9999,IRL/52-U-1219-21/2022,65.5,7.0,206
14320,0.9999,Argentina/UW22010342598/2022,63.5,7.0,206
14320,0.9999,USA/DE-CDC-LC0491087/2022,61.5,7.0,206
14320,0.9999,DJI/NAMRU3_C594/2022,64.5,7.0,206
14320,0.9999,USA/ME-CDC-LC0461160/2022,63.5,7.0,206
14320,0.9999,Peru/PE-LMA-UW21122144710/2021,64.5,7.0,206
14320,0.9999,Switzerland/GE-HUG-37112118/2022,63.5,7.0,206
14320,0.9999,PAK/276353/2021,62.5,7.0,206
14320,0.9999,TWN/CGMH-CGU-90/2021,60.5,7.0,206
14320,0.9999,MAR/CNRST-HM36/2021,62.5,7.0,206
14320,0.9999,USA/AR-CDC-2-5929534/2022,68.5,7.0,206
14320,0.9999,Brazil/BR-MG-UW22011029043/2022,61.5,7.0,206
14320,0.9999,MWI/MLW000907/2022,59.5,7.0,206
14320,0.9999,Denmark/DCGC-364002/2022,65.5,7.0,206
14320,0.9999,USA/SC-CDC-QDX35528474/2022,67.5,7.0,206
14320,0.9999,Colombia/CO-ATL-UW21123069129/2021,63.5,7.0,206
14320,0.9999,SouthAfrica/NHLS-UCT-GS-AZ43/2021,60.5,7.0,206
14320,0.9999,FRA/IHUCOVID-064316_Nova1RZ/2022,62.5,7.0,206
14320,0.9999,USA/CO-CDC-MMB14244250/2022,64.5,7.0,206
14320,0.9999,USA/OSPHL04769/2022,62.5,7.0,206
14320,0.9999,Argentina/UW22011192552/2022,66.5,7.0,206
14320,0.9999,BRA/CEC-1001-051/2022,68.5,7.0,206
14320,0.9999,USA/PR-CDC-ASC210730876/2022,63.5,7.0,206
14320,0.9999,OX312027,65.5,7.0,206
14320,0.9999,Japan/SZ-NIG-Y213847/2022,68.5,7.0,206
14320,0.9999,PER/LSP1830/2022,63.5,7.0,206
14320,0.9999,USA/GA-CDC-LC0522655/2022,64.5,7.0,206
14320,0.9999,CHN/HZ-21cov3867/2021,61.5,7.0,206
14320,0.9999,Argentina/UW21123155276/2021,62.5,7.0,206
14320,0.9999,Argentina/UW22010605739/2022,67.5,7.0,206
14320,0.9999,USA/VT-CDCBI-CRSP_BKLY7OV3LDFIC4NI/2022,63.5,7.0,206
14320,0.9999,USA/WY-CDC-IBX215143059959/2022,67.5,7.0,206
14320,0.9999,USA/TG1269971/2022,64.5,7.0,206
14320,0.9999,Brazil/BR-SP-UW22010692718/2022,62.5,7.0,206
14320,0.9999,ITA/Padova_03/2022,60.5,7.0,206
14320,0.9999,DJI/NAMRU3_A676_2022/2022,62.5,7.0,206
14320,0.9999,PRI/PR-UPRRP-5418/2022,66.5,7.0,206
14320,0.9999,USA/SC-CDC-MMB14424621/2022,63.5,7.0,206
14320,0.9999,PRI/PR-UPRRP-26577561/2022,64.5,7.0,206
14320,0.9999,Argentina/UW22010434374/2022,67.5,7.0,206
14320,0.9999,USA/IL-CDC-LC0472052/2022,65.5,7.0,206
14320,0.9999,USA/ND-CDC-MMB14245373/2022,62.5,7.0,206
14320,0.9999,Argentina/UW21123052138/2021,65.5,7.0,206
14320,0.9999,USA/MI-CDC-ASC210587136/2022,62.5,7.0,206
14320,0.9999,Japan/SZ-NIG-4-C205/2022,62.5,7.0,206
14320,0.9999,USA/WI-CDC-FG-215219/2021,63.5,7.0,206
14320,0.9999,USA/IL-CDC-QDX33633054/2022,64.5,7.0,206
14320,0.9999,USA/RI-CDC-2-5803136/2022,68.5,7.0,206
14320,0.9999,BRA/SP-NVBS11296GENOV828543740890/2021,62.5,7.0,206
14320,0.9999,DJI/NAMRU3_A395_2022/2022,61.5,7.0,206
14320,0.9999,USA/IL-CDC-LC0492573/2022,62.5,7.0,206
14320,0.9999,Colombia/CO-ATL-UW22011086219/2022,64.5,7.0,206
14320,0.9999,Switzerland/LU-SRO-500007_1383/2022,64.5,7.0,206
14320,0.9999,Colombia/CO-CAU-UW22010494731/2022,64.5,7.0,206
14320,0.9999,USA/NM-CDC-IBX827258626470/2022,68.5,7.0,206
14320,0.9999,KEN/SS7435/2022,63.5,7.0,206
14320,0.9999,USA/AZ-CDC-MMB14154800/2022,63.5,7.0,206
14320,0.9999,USA/AR-CDC-ASC210550129/2022,65.5,7.0,206
14320,0.9999,TWN/CGMH-CGU-130/2022,62.5,7.0,206
14320,0.9999,USA/MD-CDC-ASC210554252/2022,63.5,7.0,206
14320,0.9999,USA/IL-CDC-LC0478639/2022,62.5,7.0,206
14320,0.9999,Colombia/CO-ANT-UW22010747678/2022,65.5,7.0,206
14320,0.9999,USA/FL-CDC-LC0541361/2022,64.5,7.0,206
14320,0.9999,USA/PR-CDC-ASC210638495/2021,63.5,7.0,206
14320,0.9999,Argentina/UW22010495243/2022,67.5,7.0,206
14320,0.9999,Brazil/BR-MG-UW22011017605/2022,63.5,7.0,206
14320,0.9999,USA/FL-BPHL-4154/2022,63.5,7.0,206
14320,0.9999,PER/LSP1390/2022,62.5,7.0,206
14320,0.9999,Colombia/CO-ANT-UW22011075545/2022,63.5,7.0,206
14320,0.9999,SouthAfrica/NHLS-UCT-LA-Z764/2021,61.5,7.0,206
14320,0.9999,Brazil/BR-RJ-UW22011729032/2022,65.5,7.0,206
14320,0.9999,AUT/SKV-282/2021,61.5,7.0,206
14320,0.9999,MWI/MLW001179/2021,60.5,7.0,206
14320,0.9999,COL/LIME_20950/2022,65.5,7.0,206
14320,0.9999,USA/GA-CDC-MMB12236812/2021,63.5,7.0,206
14320,0.9999,PER/LSP0859/2022,64.5,7.0,206
14320,0.9999,DJI/NAMRU3_B834/2022,62.5,7.0,206
14320,0.9999,DJI/NAMRU3_A432/2021,62.5,7.0,206
14320,0.9999,COL/LIME_20900/2022,67.5,7.0,206
14320,0.9999,BRA/2068994/2022,66.5,7.0,206
14320,0.9999,Scotland/QEUH-2FFBB11/2021,63.5,7.0,206
14320,0.9999,IRQ/NAJAF/2021,66.5,7.0,206
14320,0.9999,MEX/4147/2022,62.5,7.0,206
14320,0.9999,USA/NM-UNM-ED02738/2022,66.5,7.0,206
14320,0.9999,EGY/Suez-om58/2021,60.5,7.0,206
14320,0.9999,SYC/SS7512/2022,61.5,7.0,206
14320,0.9999,SouthAfrica/NHLS-UCT-GP-N704/2022,60.5,7.0,206
14320,0.9999,Argentina/UW21123117761/2021,64.5,7.0,206
